pH_treatment,Species,blank.rate,FileName,Intercept,umol.L.sec,Temp.C,block,experiment,tank,temp_treatment,predator,ID,BLANK,start.time,stop.time,volume,dry_weight,wet_weight,TA.start,TA.stop,dry_shell_weight,initial_wet_weight,umol.sec,umol.sec.corr,Respiration,NetPhoto,GrossPhoto
7.4,Tegula,-2.99E-05,TEG_T1_41_20240615_O2,254.2993914,-0.00285206,15.911125,S138,b,1,16,NA,41,0,9:38:00,10:59:00,115,0.0439,2.0196,9:12:00,11:00:00,1.6415,2.0271,-3.28E-04,-2.98E-04,24.44136765,0,24.44136765
7.4,Tegula,-2.99E-05,TEG_T1_42_20240615_O2,257.2236351,-0.0029,15.92960795,S138,b,1,16,NA,42,0,9:38:00,10:59:00,114.5,0.0349,1.597,9:12:00,11:00:00,1.2793,1.5982,-3.32E-04,-3.02E-04,31.16341547,0,31.16341547
7.4,Tegula,-2.99E-05,TEG_T10_01_20240614_O2,238.3534366,-0.006604915,20.10027273,S152,b,10,20,NA,1,0,14:55:00,15:57:00,115,0.0438,1.7065,14:44:00,16:00:00,1.3404,1.6656,-7.60E-04,-7.30E-04,59.96936096,0,59.96936096
7.4,Tegula,-2.99E-05,TEG_T10_48_20240614_O2,237.4778298,-0.003888755,20.06397727,S152,b,10,20,NA,48,0,14:55:00,15:57:00,115,0.036,1.5795,14:44:00,16:00:00,1.1986,1.5471,-4.47E-04,-4.17E-04,41.7268825,0,41.7268825
7.4,Tegula,-2.99E-05,TEG_T10_65_20240614_O2,189.9833528,-0.003528455,20.09907955,S152,b,10,20,NA,65,0,14:55:00,15:57:00,115,0.049,2.0211,14:44:00,16:00:00,1.599,1.9932,-4.06E-04,-3.76E-04,27.61231776,0,27.61231776
7.4,Tegula,-2.99E-05,TEG_T2_26_20240430_O2,233.5116211,-0.005594589,20.020375,S49,a,2,20,NA,26,0,12:58:00,13:59:00,115,0.0438,2.0852,12:38:00,14:03:00,1.678,2.0996,-6.43E-04,-6.13E-04,50.41970425,0,50.41970425
7.4,Tegula,-2.99E-05,TEG_T2_27_20240430_O2,203.2291523,-0.005100762,20.09009091,S49,a,2,20,NA,27,0,12:58:00,13:59:00,115,0.0415,2.3067,12:40:00,14:10:00,1.7579,2.2293,-5.87E-04,-5.57E-04,48.28767875,0,48.28767875
7.4,Tegula,-2.99E-05,TEG_T2_67_20240430_O2,186.4048054,-0.004548996,20.05104545,S49,a,2,20,NA,67,0,12:58:00,13:59:00,115,0.0856,2.2638,12:39:00,14:02:00,1.7865,2.2847,-5.23E-04,-4.93E-04,20.74191056,0,20.74191056
7.4,Tegula,-2.99E-05,TEG_T8_13_20240430_O2,243.2974635,-0.003968529,16.23988701,S38,a,8,16,NA,13,0,19:50:00,20:25:00,120.5,0.0484,2.8554,6:29:00,8:33:00,2.3005,2.8059,-4.78E-04,-4.48E-04,33.34237769,0,33.34237769
7.4,Tegula,-2.99E-05,TEG_T8_25_20240430_O2,239.3321764,-0.00227322,16.07978531,S38,a,8,16,NA,25,0,19:50:00,20:25:00,121.5,0.0259,1.681,6:27:00,8:35:00,1.3324,1.6302,-2.76E-04,-2.46E-04,34.22894317,0,34.22894317
7.4,Tegula,-2.99E-05,TEG_T8_43_20240430_O2,244.7289256,-0.003967715,16.23747458,S38,a,8,16,NA,43,0,19:50:00,20:25:00,121,0.0455,2.3822,6:28:00,8:29:00,1.8894,2.3296,-4.80E-04,-4.50E-04,35.61670009,0,35.61670009
7.5,Rockweed,-1.53E-05,RW_T10_55_Dark_20240429_O2,199.3248102,-0.004163038,16.20713793,S10,a,10,16,p,55,0,22:53:00,23:24:00,646,1.1746,3.3636,NA,NA,NA,NA,-0.002689323,-0.002674015,8.195516919,43.38174719,51.57726411
7.5,Rockweed,-1.53E-05,RW_T10_56_Dark_20240429_O2,205.5325782,-0.005160984,16.29157471,S10,a,10,16,c,56,0,22:53:00,23:24:00,646,1.0933,3.2903,NA,NA,NA,NA,-0.003333996,-0.003318688,10.92772102,16.3252245,27.25294552
7.5,Rockweed,-1.53E-05,RW_T10_57_Dark_20240429_O2,243.2903575,-0.003647844,16.14694253,S10,a,10,16,p,57,0,22:53:00,23:24:00,648,0.7648,2.3609,NA,NA,NA,NA,-0.002363803,-0.002348495,11.05463322,37.83363799,48.88827121
7.5,Rockweed,-1.53E-05,RW_T10_58_Dark_20240429_O2,251.593353,-0.004508519,16.31497701,S10,a,10,16,c,58,0,22:53:00,23:24:00,648,0.7386,2.6948,NA,NA,NA,NA,-0.00292152,-0.002906213,14.1651315,52.14294295,66.30807445
7.5,Rockweed,-1.53E-05,RW_T10_59_Dark_20240429_O2,258.4035888,-0.007074965,16.29596552,S10,a,10,16,p,59,0,22:53:00,23:24:00,648,0.8363,2.4682,NA,NA,NA,NA,-0.004584577,-0.00456927,19.66922319,32.13816435,51.80738754
7.5,Rockweed,-1.53E-05,RW_T10_60_Dark_20240429_O2,258.0372225,-0.004431341,16.31671264,S10,a,10,16,c,60,0,22:53:00,23:24:00,648,0.6917,2.1461,NA,NA,NA,NA,-0.002871509,-0.002856201,14.86529606,39.02654231,53.89183837
7.5,Rockweed,-1.53E-05,RW_T2_07_Dark_20240613_O2,262.5184116,-0.00688396,16.14068421,S115,b,2,16,c,7,0,20:22:00,20:43:00,646.5,0.7831,2.6945,NA,NA,NA,NA,-0.00445048,-0.004435173,20.38899439,37.64635775,58.03535213
7.5,Rockweed,-1.53E-05,RW_T2_08_Dark_20240613_O2,226.1642895,-0.005964698,16.16667857,S115,b,2,16,c,8,0,20:22:00,20:43:00,647,0.7255,2.5081,NA,NA,NA,NA,-0.00385916,-0.003843852,19.07355973,26.01198934,45.08554907
7.5,Rockweed,-1.53E-05,RW_T2_09_Dark_20240613_O2,262.362086,-0.004314652,16.059375,S115,b,2,16,p,9,0,20:22:00,20:43:00,648,0.5142,1.7464,NA,NA,NA,NA,-0.002795894,-0.002780587,19.46735353,76.85783286,96.32518639
7.5,Rockweed,-1.53E-05,RW_T2_10_Dark_20240613_O2,256.2847985,-0.005223758,15.99705357,S115,b,2,16,p,10,0,20:22:00,20:43:00,647,0.7169,2.6325,NA,NA,NA,NA,-0.003379771,-0.003364464,16.89506226,107.082737,123.9777992
7.5,Rockweed,-1.53E-05,RW_T2_11_Dark_20240613_O2,264.9893512,-0.003114934,16.13842857,S115,b,2,16,c,11,0,20:22:00,20:43:00,648.5,0.3212,1.1176,NA,NA,NA,NA,-0.002020035,-0.002004727,22.46892253,40.61984111,63.08876364
7.5,Rockweed,-1.53E-05,RW_T2_12_Dark_20240613_O2,212.0536446,-0.004740043,16.16705263,S115,b,2,16,p,12,0,20:22:00,20:43:00,647.5,0.9057,2.9592,NA,NA,NA,NA,-0.003069178,-0.00305387,12.13860355,55.37509889,67.51370244
7.5,Rockweed,-1.53E-05,RW_T5_25_Dark_20240428_O2,242.1195667,-0.005286646,19.9874382,S5,a,5,20,p,25,0,14:11:00,14:43:00,648,1.0397,2.415,NA,NA,NA,NA,-0.003425747,-0.003410439,11.80877252,28.84372169,40.65249421
7.5,Rockweed,-1.53E-05,RW_T5_26_Dark_20240428_O2,228.9628147,-0.001841788,22.11194382,S5,a,5,20,p,26,0,14:11:00,14:43:00,648,1.0491,2.583,NA,NA,NA,NA,-0.001193479,-0.001178171,4.042909204,35.76555676,39.80846596
7.5,Rockweed,-1.53E-05,RW_T5_27_Dark_20240428_O2,205.596784,-0.003818241,19.98725843,S5,a,5,20,c,27,0,14:11:00,14:43:00,648,0.8113,2.4502,NA,NA,NA,NA,-0.00247422,-0.002458913,10.91098928,41.07290394,51.98389322
7.5,Rockweed,-1.53E-05,RW_T5_28_Dark_20240428_O2,242.8641328,-0.004814876,19.96650562,S5,a,5,20,c,28,0,14:11:00,14:43:00,648,0.7646,2.621,NA,NA,NA,NA,-0.00312004,-0.003104732,14.6181477,65.79337372,80.41152142
7.5,Rockweed,-1.53E-05,RW_T5_29_Dark_20240428_O2,242.2452322,-0.00648646,19.88210112,S5,a,5,20,p,29,0,14:11:00,14:43:00,648,1.0036,3.0909,NA,NA,NA,NA,-0.004203226,-0.004187919,15.02242615,43.73122919,58.75365534
7.5,Rockweed,-1.53E-05,RW_T5_30_Dark_20240428_O2,191.7516574,-0.003569031,19.95065169,S5,a,5,20,c,30,0,14:11:00,14:43:00,646,1.0853,2.7903,NA,NA,NA,NA,-0.002305594,-0.002290287,7.597006812,25.07783818,32.674845
7.5,Rockweed,-1.53E-05,RW_T9_49_Dark_20240612_O2,240.9417357,-0.008771022,20.17144643,S109,b,9,20,c,49,0,14:33:00,14:55:00,647.5,0.716,2.1603,NA,NA,NA,NA,-0.005679237,-0.005663929,28.47785654,55.46453325,83.94238978
7.5,Rockweed,-1.53E-05,RW_T9_50_Dark_20240612_O2,240.4639026,-0.010729757,20.04889286,S109,b,9,20,c,50,0,14:33:00,14:55:00,647.5,0.7838,2.0053,NA,NA,NA,NA,-0.006947518,-0.00693221,31.83969963,18.46570714,50.30540676
7.5,Rockweed,-1.53E-05,RW_T9_51_Dark_20240612_O2,208.8823267,-0.005889029,20.226375,S109,b,9,20,p,51,0,14:33:00,14:55:00,645,0.7918,2.5507,NA,NA,NA,NA,-0.003798424,-0.003783116,17.20032627,53.50719837,70.70752464
7.5,Rockweed,-1.53E-05,RW_T9_52_Dark_20240612_O2,246.8148916,-0.006338783,20.07317857,S109,b,9,20,c,52,0,14:33:00,14:55:00,649,0.6882,2.481,NA,NA,NA,NA,-0.00411387,-0.004098563,21.43973496,62.25857663,83.69831159
7.5,Rockweed,-1.53E-05,RW_T9_53_Dark_20240612_O2,195.1256923,-0.003515506,20.17421429,S109,b,9,20,p,53,0,14:33:00,14:55:00,649,0.4019,1.0819,NA,NA,NA,NA,-0.002281563,-0.002266256,20.29987862,30.26332285,50.56320147
7.5,Rockweed,-1.53E-05,RW_T9_54_Dark_20240612_O2,235.5040715,-0.007480566,19.99816071,S109,b,9,20,p,54,0,14:33:00,14:55:00,648.5,0.6652,2.0829,NA,NA,NA,NA,-0.004851147,-0.00483584,26.17111002,76.14485128,102.3159613
7.5,Tegula,-2.96E-05,TEG_T10_28_20240430_O2,250.4212436,-0.003474335,16.24533871,S44,a,10,16,NA,28,0,0:44:00,1:48:00,115,0.0363,2.09,0:18:00,1:50:00,1.5975,1.9808,-4.00E-04,-3.70E-04,36.68534132,0,36.68534132
7.5,Tegula,-2.96E-05,TEG_T10_47_20240430_O2,236.0342152,-0.004061404,16.11331183,S44,a,10,16,NA,47,0,0:44:00,1:48:00,115,0.0432,2.5555,0:17:00,1:52:00,2.0403,2.5108,-4.67E-04,-4.37E-04,36.451955,0,36.451955
7.5,Tegula,-2.96E-05,TEG_T10_51_20240430_O2,216.1399287,-0.003157171,16.29557527,S44,a,10,16,NA,51,0,0:44:00,1:48:00,115,0.0278,1.8786,0:20:00,1:58:00,1.5074,1.8016,-3.63E-04,-3.33E-04,43.17884871,0,43.17884871
7.5,Tegula,-2.96E-05,TEG_T2_51_20240615_O2,256.1253475,-0.004322173,15.769625,S146,b,2,16,NA,51,0,15:25:00,16:26:00,115,0.0337,1.5368,15:20:00,16:28:00,1.2118,1.4521,-4.97E-04,-4.67E-04,49.93124101,0,49.93124101
7.5,Tegula,-2.96E-05,TEG_T2_60_20240615_O2,260.8893845,-0.002459947,15.90932386,S146,b,2,16,NA,60,0,15:25:00,16:26:00,115,0.0339,1.662,15:20:00,16:28:00,1.3023,1.6115,-2.83E-04,-2.53E-04,26.89443239,0,26.89443239
7.5,Tegula,-2.96E-05,TEG_T2_64_20240615_O2,213.5742105,-0.003919184,15.90586364,S146,b,2,16,NA,64,0,15:25:00,16:26:00,115,0.0444,1.7639,15:20:00,16:28:00,1.368,1.7332,-4.51E-04,-4.21E-04,34.14066162,0,34.14066162
7.5,Tegula,-2.96E-05,TEG_T5_23_20240430_O2,173.9106986,-0.004630825,20.25385795,S53,a,5,20,NA,23,0,16:23:00,17:24:00,115,0.0484,2.5027,16:10:00,17:35:00,2.0271,2.4621,-5.33E-04,-5.03E-04,37.40629649,0,37.40629649
7.5,Tegula,-2.96E-05,TEG_T5_34_20240430_O2,224.634288,-0.004996457,20.32410795,S53,a,5,20,NA,34,0,16:23:00,17:24:00,115,0.0409,2.0595,16:12:00,17:29:00,1.6038,2.0361,-5.75E-04,-5.45E-04,47.9666601,0,47.9666601
7.5,Tegula,-2.96E-05,TEG_T5_68_20240430_O2,183.4605245,-0.001846465,20.288,S53,a,5,20,NA,68,0,16:23:00,17:24:00,115,0.0312,2.0338,16:14:00,17:30:00,1.6408,2.0312,-2.12E-04,-1.83E-04,21.08140096,0,21.08140096
7.5,Tegula,-2.96E-05,TEG_T9_03_20240614_O2,235.4367473,-0.004139715,19.63114857,S151,b,9,20,NA,3,0,12:07:00,13:08:00,115,0.0345,1.7372,11:53:00,13:10:00,1.4365,1.7093,-4.76E-04,-4.46E-04,46.58391913,0,46.58391913
7.5,Tegula,-2.96E-05,TEG_T9_29_20240614_O2,239.9355371,-0.006248628,19.75001143,S151,b,9,20,NA,29,0,12:07:00,13:08:00,114.75,0.0405,1.9345,11:53:00,13:10:00,1.5451,1.9198,-7.17E-04,-6.87E-04,61.10151671,0,61.10151671
7.5,Tegula,-2.96E-05,TEG_T9_55_20240614_O2,224.84112,-0.0074375,19.63605143,S151,b,9,20,NA,55,0,12:07:00,13:08:00,115,0.0446,1.6644,11:53:00,13:10:00,1.3285,1.5955,-8.55E-04,-8.26E-04,66.6463722,0,66.6463722
7.6,Rockweed,-1.53E-05,RW_T11_61_Dark_20240428_O2,235.8846382,-0.006039492,20.088,S11,a,11,20,c,61,0,18:21:00,18:53:00,648,0.7812,2.5581,NA,NA,NA,NA,-0.003913591,-0.003898283,17.96443924,27.51969008,45.48412933
7.6,Rockweed,-1.53E-05,RW_T11_62_Dark_20240428_O2,202.2235534,-0.005323475,20.17425287,S11,a,11,20,p,62,0,18:21:00,18:53:00,648,1.0023,2.941,NA,NA,NA,NA,-0.003449612,-0.003434304,12.33512469,13.39689751,25.7320222
7.6,Rockweed,-1.53E-05,RW_T11_63_Dark_20240428_O2,239.306517,-0.007551222,20.0942069,S11,a,11,20,p,63,0,18:21:00,18:53:00,646,1.0338,3.2374,NA,NA,NA,NA,-0.004878089,-0.004862782,16.93365727,72.25051798,89.18417525
7.6,Rockweed,-1.53E-05,RW_T11_64_Dark_20240428_O2,227.3814993,-0.003827329,20.04143678,S11,a,11,20,p,64,0,18:21:00,18:53:00,646,0.8557,3.153,NA,NA,NA,NA,-0.002472455,-0.002457147,10.33741886,77.0536393,87.39105817
7.6,Rockweed,-1.53E-05,RW_T11_65_Dark_20240428_O2,231.0426564,-0.007093769,20.06629885,S11,a,11,20,c,65,0,18:21:00,18:53:00,646,1.1355,3.1623,NA,NA,NA,NA,-0.004582575,-0.004567267,14.48010761,47.72142428,62.20153188
7.6,Rockweed,-1.53E-05,RW_T11_66_Dark_20240428_O2,237.6590597,-0.006089325,20.21149425,S11,a,11,20,c,66,0,18:21:00,18:53:00,646,0.1628,2.7303,NA,NA,NA,NA,-0.003933704,-0.003918396,86.64758735,-86.15212598,0.495461366
7.6,Rockweed,-1.53E-05,RW_T19_103_Dark_20240613_O2,253.3152096,-0.006021525,16.42001754,S112,b,19,16,p,103,0,19:05:00,19:27:00,646,1.0063,3.3171,NA,NA,NA,NA,-0.003889905,-0.003874598,13.86122582,75.3833333,89.24455912
7.6,Rockweed,-1.53E-05,RW_T19_104_Dark_20240613_O2,221.4760112,-0.003912163,16.55147368,S112,b,19,16,c,104,0,19:05:00,19:27:00,646.5,0.7811,2.7834,NA,NA,NA,NA,-0.002529213,-0.002513906,11.58630286,41.35562004,52.94192291
7.6,Rockweed,-1.53E-05,RW_T19_105_Dark_20240613_O2,258.3611301,-0.004590898,16.48208772,S112,b,19,16,p,105,0,19:05:00,19:27:00,647,0.9724,3.1265,NA,NA,NA,NA,-0.002970311,-0.002955004,10.93995539,67.14242893,78.08238432
7.6,Rockweed,-1.53E-05,RW_T19_106_Dark_20240613_O2,201.3249533,-0.003273127,16.45063158,S112,b,19,16,c,106,0,19:05:00,19:27:00,648,0.712,2.505,NA,NA,NA,NA,-0.002120986,-0.002105679,10.64669054,61.84056768,72.48725822
7.6,Rockweed,-1.53E-05,RW_T19_107_Dark_20240613_O2,248.4064922,-0.005939833,16.49426316,S112,b,19,16,c,107,0,19:05:00,19:27:00,647.5,0.9128,3.0669,NA,NA,NA,NA,-0.003846042,-0.003830734,15.10806718,48.39275238,63.50081956
7.6,Rockweed,-1.53E-05,RW_T19_108_Dark_20240613_O2,257.1749258,-0.00330083,16.56231933,S112,b,19,16,p,108,0,19:05:00,19:27:00,648.5,0.571,2.0152,NA,NA,NA,NA,-0.002140588,-0.002125281,13.39931825,55.57204758,68.97136583
7.6,Rockweed,-1.53E-05,RW_T4_19_Dark_20240612_O2,236.6226379,-0.007904795,20.20023729,S102,b,4,20,p,19,0,8:01:00,8:22:00,646,1.1533,3.4853,NA,NA,NA,NA,-0.005106498,-0.00509119,15.89203525,51.71797613,67.61001137
7.6,Rockweed,-1.53E-05,RW_T4_20_Dark_20240612_O2,239.2662111,-0.008561483,20.22425424,S102,b,4,20,c,20,0,8:01:00,8:22:00,646,1.1937,4.1581,NA,NA,NA,NA,-0.005530718,-0.005515411,16.63355773,77.62054576,94.25410349
7.6,Rockweed,-1.53E-05,RW_T4_21_Dark_20240612_O2,234.3124055,-0.00492729,19.95267797,S102,b,4,20,p,21,0,8:01:00,8:22:00,649,0.7308,2.2441,NA,NA,NA,NA,-0.003197811,-0.003182504,15.67735818,110.2593334,125.9366916
7.6,Rockweed,-1.53E-05,RW_T4_22_Dark_20240612_O2,234.5885319,-0.003913941,20.17689831,S102,b,4,20,c,22,0,8:01:00,8:22:00,648.5,0.6257,2.2131,NA,NA,NA,NA,-0.002538191,-0.002522883,14.51555004,43.8584048,58.37395483
7.6,Rockweed,-1.53E-05,RW_T4_23_Dark_20240612_O2,206.017189,-0.005132415,20.11188136,S102,b,4,20,p,23,0,8:01:00,8:22:00,648,0.8783,3.0684,NA,NA,NA,NA,-0.003325805,-0.003310497,13.56915714,76.79036481,90.35952195
7.6,Rockweed,-1.53E-05,RW_T4_24_Dark_20240612_O2,224.7991803,-0.002558754,19.94806897,S102,b,4,20,c,24,0,8:01:00,8:22:00,648.25,0.5874,2.1738,NA,NA,NA,NA,-0.001658712,-0.001643405,10.07193941,77.19127355,87.26321296
7.6,Rockweed,-1.53E-05,RW_T7_37_Dark_20240429_O2,241.5125073,-0.00832304,16.51731461,S7,a,7,16,p,37,0,21:01:00,21:31:00,646,1.0398,3.4157,NA,NA,NA,NA,-0.005376684,-0.005361376,18.56218006,42.63195809,61.19413815
7.6,Rockweed,-1.53E-05,RW_T7_38_Dark_20240429_O2,257.3002568,-0.008601048,16.73457303,S7,a,7,16,c,38,0,21:01:00,21:31:00,648,1.2317,2.974,NA,NA,NA,NA,-0.005573479,-0.005558172,16.24536638,26.989931,43.23529738
7.6,Rockweed,-1.53E-05,RW_T7_39_Dark_20240429_O2,205.9121527,-0.00304945,16.61695506,S7,a,7,16,p,39,0,21:01:00,21:31:00,648,0.7801,2.7823,NA,NA,NA,NA,-0.001976044,-0.001960736,9.048391181,35.34475095,44.39314213
7.6,Rockweed,-1.53E-05,RW_T7_40_Dark_20240429_O2,219.6088968,-0.003885402,16.61403371,S7,a,7,16,c,40,0,21:01:00,21:31:00,648,1.0827,3.2179,NA,NA,NA,NA,-0.00251774,-0.002502433,8.320641716,37.75802961,46.07867132
7.6,Rockweed,-1.53E-05,RW_T7_41_Dark_20240429_O2,249.337642,-0.005767342,16.66904494,S7,a,7,16,c,41,0,21:01:00,21:31:00,648,0.9648,3.1852,NA,NA,NA,NA,-0.003737238,-0.00372193,13.88779894,42.20674178,56.09454072
7.6,Rockweed,-1.53E-05,RW_T7_42_Dark_20240429_O2,196.1369867,-0.004093901,16.61895506,S7,a,7,16,p,42,0,21:01:00,21:31:00,646,1.003,2.804,NA,NA,NA,NA,-0.00264466,-0.002629353,9.437357094,39.70438872,49.14174582
7.6,Tegula,-2.95E-05,TEG_T11_40_20240430_O2,238.1544866,-0.005065724,20.12178286,S56,a,11,20,NA,40,0,19:39:00,20:40:00,115,0.0252,1.8756,19:25:00,20:42:00,1.5269,1.8171,-5.83E-04,-5.53E-04,79.00932286,0,79.00932286
7.6,Tegula,-2.95E-05,TEG_T11_48_20240430_O2,230.7037598,-0.00410677,20.16995429,S56,a,11,20,NA,48,0,19:39:00,20:40:00,115,0.0372,2.3639,19:26:00,20:45:00,1.9312,2.252,-4.72E-04,-4.43E-04,42.85021452,0,42.85021452
7.6,Tegula,-2.95E-05,TEG_T11_55_20240430_O2,192.7759192,-0.003387856,20.14282857,S56,a,11,20,NA,55,0,19:39:00,20:40:00,115,0.0372,2.1489,19:27:00,20:46:00,1.7421,2.1359,-3.90E-04,-3.60E-04,34.84939742,0,34.84939742
7.6,Tegula,-2.95E-05,TEG_T19_57_20240615_O2,241.2765463,-0.004199769,15.74523429,S145,b,19,16,NA,57,0,14:09:00,15:10:00,115,0.0516,1.874,13:55:00,15:11:00,1.4846,1.8523,-4.83E-04,-4.53E-04,31.63816988,0,31.63816988
7.6,Tegula,-2.95E-05,TEG_T19_67_20240615_O2,250.4940079,-0.005120375,16.02003429,S145,b,19,16,NA,67,0,14:09:00,15:10:00,114.5,0.0424,2.306,13:55:00,15:11:00,1.909,2.0821,-5.86E-04,-5.57E-04,47.27461733,0,47.27461733
7.6,Tegula,-2.95E-05,TEG_T4_02_20240614_O2,231.1514298,-0.004298145,19.34686517,S148,b,4,20,NA,2,0,9:12:00,10:13:00,115,0.0981,2.0481,9:02:00,10:15:00,1.601,2.0229,-4.94E-04,-4.65E-04,17.05664862,0,17.05664862
7.6,Tegula,-2.95E-05,TEG_T4_23_20240614_O2,241.6469468,-0.004197391,19.25878652,S148,b,4,20,NA,23,0,9:12:00,10:13:00,115.25,0.02,1.6157,9:02:00,10:15:00,1.2711,1.6294,-4.84E-04,-4.54E-04,81.7661363,0,81.7661363
7.6,Tegula,-2.95E-05,TEG_T4_69_20240614_O2,238.942578,-0.004646172,19.32612921,S148,b,4,20,NA,69,0,9:12:00,10:13:00,115,0.0275,1.6056,9:02:00,10:15:00,1.2796,1.588,-5.34E-04,-5.05E-04,66.08510575,0,66.08510575
7.6,Tegula,-2.95E-05,TEG_T7_06_20240430_O2,193.7715789,-0.002316369,16.19476101,S42,a,7,16,NA,6,0,23:00:00,0:03:00,115,0.04,2.4597,22:35:00,0:05:00,1.9391,2.435,-2.66E-04,-2.37E-04,21.32004915,0,21.32004915
7.6,Tegula,-2.95E-05,TEG_T7_14_20240430_O2,242.5102246,-0.003664364,16.25250314,S42,a,7,16,NA,14,0,23:00:00,0:03:00,115,0.042,2.062,22:37:00,0:07:00,1.6172,2.0042,-4.21E-04,-3.92E-04,33.592188,0,33.592188
7.6,Tegula,-2.95E-05,TEG_T7_42_20240430_O2,212.7011328,-0.004429957,16.23402516,S42,a,7,16,NA,42,0,23:00:00,0:03:00,115,0.0416,1.9351,22:36:00,0:10:00,1.5432,1.9122,-5.09E-04,-4.80E-04,41.53431245,0,41.53431245
7.7,Rockweed,-1.53E-05,RW_T12_67_Dark_20240612_O2,192.2907415,-0.002698785,20.20486066,S113,b,12,20,c,67,0,17:57:00,18:18:00,648,0.5365,1.9329,NA,NA,NA,NA,-0.001748813,-0.001733505,11.6320944,54.2434078,65.87550221
7.7,Rockweed,-1.53E-05,RW_T12_68_Dark_20240612_O2,236.6455316,-0.006763328,20.19338525,S113,b,12,20,p,68,0,17:57:00,18:18:00,646,0.8401,2.794,NA,NA,NA,NA,-0.00436911,-0.004353802,18.65693203,48.83434405,67.49127608
7.7,Rockweed,-1.53E-05,RW_T12_69_Dark_20240612_O2,229.5632273,-0.005426735,20.14000826,S113,b,12,20,p,69,0,17:57:00,18:18:00,649,0.9132,5.1198,NA,NA,NA,NA,-0.003521951,-0.003506644,13.82382463,92.35850677,106.1823314
7.7,Rockweed,-1.53E-05,RW_T12_70_Dark_20240612_O2,230.8816143,-0.005832815,20.30517213,S113,b,12,20,p,70,0,17:57:00,18:18:00,648.5,0.8156,3.2084,NA,NA,NA,NA,-0.003782581,-0.003767273,16.62847339,87.04462347,103.6730969
7.7,Rockweed,-1.53E-05,RW_T12_71_Dark_20240612_O2,203.850092,-0.007074854,20.2212314,S113,b,12,20,c,71,0,17:57:00,18:18:00,646,0.9916,3.0664,NA,NA,NA,NA,-0.004570356,-0.004555048,16.53708498,51.61909551,68.15618049
7.7,Rockweed,-1.53E-05,RW_T12_72_Dark_20240612_O2,185.496312,-0.00500811,21.03796694,S113,b,12,20,c,72,0,17:57:00,18:18:00,646,0.7834,2.6167,NA,NA,NA,NA,-0.003235239,-0.003219932,14.79672404,37.12725945,51.9239835
7.7,Rockweed,-1.53E-05,RW_T3_13_Dark_20240429_O2,220.6682016,-0.004661097,16.59877011,S3,a,3,16,p,13,0,14:44:00,15:17:00,648,0.6442,2.406,NA,NA,NA,NA,-0.003020391,-0.003005083,16.79338727,50.16840551,66.96179278
7.7,Rockweed,-1.53E-05,RW_T3_14_Dark_20240429_O2,199.170744,-0.004758975,16.59713793,S3,a,3,16,c,14,0,14:44:00,15:17:00,646,0.8909,2.8902,NA,NA,NA,NA,-0.003074298,-0.00305899,12.36094428,25.05571217,37.41665645
7.7,Rockweed,-1.53E-05,RW_T3_15_Dark_20240429_O2,241.3234072,-0.006029615,16.4427931,S3,a,3,16,p,15,0,14:44:00,15:17:00,648,0.8411,2.6644,NA,NA,NA,NA,-0.003907191,-0.003891883,16.65768502,23.99683405,40.65451907
7.7,Rockweed,-1.53E-05,RW_T3_16_Dark_20240429_O2,251.8924964,-0.003454202,16.545,S3,a,3,16,c,16,0,14:44:00,15:17:00,648,0.7564,2.7143,NA,NA,NA,NA,-0.002238323,-0.002223015,10.58018962,56.73841368,67.31860329
7.7,Rockweed,-1.53E-05,RW_T3_17_Dark_20240429_O2,259.2151191,-0.004039772,16.50522989,S3,a,3,16,p,17,0,14:44:00,15:17:00,648,0.7256,2.5992,NA,NA,NA,NA,-0.002617772,-0.002602465,12.91189791,44.38638006,57.29827797
7.7,Rockweed,-1.53E-05,RW_T3_18_Dark_20240429_O2,248.2895586,-0.003899106,16.46812644,S3,a,3,16,c,18,0,14:44:00,15:17:00,646,0.581,2.3613,NA,NA,NA,NA,-0.002518822,-0.002503515,15.5123131,25.06629676,40.57860986
7.7,Rockweed,-1.53E-05,RW_T6_31_Dark_20240613_O2,261.0234682,-0.004935996,16.19981356,S103,b,6,16,p,31,0,9:19:00,9:41:00,649,0.6444,2.4226,NA,NA,NA,NA,-0.003203461,-0.003188154,17.81091566,30.61571675,48.42663241
7.7,Rockweed,-1.53E-05,RW_T6_32_Dark_20240613_O2,203.7751496,-0.003901192,16.16613559,S103,b,6,16,c,32,0,9:19:00,9:41:00,648,0.7157,2.6179,NA,NA,NA,NA,-0.002527972,-0.002512665,12.63880634,30.50632803,43.14513437
7.7,Rockweed,-1.53E-05,RW_T6_33_Dark_20240613_O2,225.0414083,-0.003740066,16.22640678,S103,b,6,16,p,33,0,9:19:00,9:41:00,648,0.8262,2.7673,NA,NA,NA,NA,-0.002423563,-0.002408255,10.49348701,49.98550782,60.47899482
7.7,Rockweed,-1.53E-05,RW_T6_34_Dark_20240613_O2,260.7614621,-0.00183197,16.20125424,S103,b,6,16,p,34,0,9:19:00,9:41:00,649.5,0.3801,1.2338,NA,NA,NA,NA,-0.001189865,-0.001174557,11.12445476,80.71897087,91.84342563
