date,tank,sample_type,SampleID,TA,water_mass,TA_initial,mean.blanks,ID,pH_treatment,temp_treatment,volume,TA.start,TA.stop,deltaTA,timediff,umol.hr
20241222,19,Initial,T19_initial_S2,2008.865825,59.9807,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-117.6434,1.216666667,-5.698855798
20241222,19,Initial,T19_initialS3,1980.042815,59.7122,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-88.82039,1.216666667,-4.302617865
20241222,19,Initial,T19_initialS3,1980.042815,59.7122,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-88.82039,1.216666667,-4.302617865
20241222,19,NA,T19_Teg,1994.161726,60.0252,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-102.939301,1.216666667,-4.986563057
20241222,19,NA,T19_Teg,1994.161726,60.0252,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-102.939301,1.216666667,-4.986563057
20241222,19,Blank,T19_SBlank,1891.222425,59.9952,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,19,Blank,T19_SBlank,1891.222425,59.9952,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,12,Initial,T12_initial_S2,2001.050622,59.7708,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-24.683568,1.25,-1.163830231
20241222,12,Initial,T12_initial_S2,2001.050622,59.7708,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-24.683568,1.25,-1.163830231
20241222,12,Initial,T12_initial_S3,2008.226972,60.1179,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-31.859918,1.25,-1.502195134
20241222,12,Initial,T12_initial_S3,2008.226972,60.1179,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-31.859918,1.25,-1.502195134
20241222,12,Initial,T12_initial_S1,2013.292434,59.638,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-36.92538,1.25,-1.741031667
20241222,12,Initial,T12_initial_S1,2013.292434,59.638,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-36.92538,1.25,-1.741031667
20241222,12,NA,T12_Teg,1989.749008,60.0648,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-13.381954,1.25,-0.630959131
20241222,12,NA,T12_Teg,1989.749008,60.0648,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-13.381954,1.25,-0.630959131
20241222,12,Blank,T12_SBlank,1976.367054,60.0873,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
20241222,12,Blank,T12_SBlank,1976.367054,60.0873,2007.523343,31.15628867,NA,7.4,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
20241222,11,Initial,T11_initial_S1,2013.946983,60.4634,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-91.243649,1.25,-4.30213805
20241222,11,Initial,T11_initial_S1,2013.946983,60.4634,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-91.243649,1.25,-4.30213805
20241222,11,Initial,T11_initial_S2,2007.21859,60.0882,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-84.515256,1.25,-3.98489432
20241222,11,Initial,T11_initial_S2,2007.21859,60.0882,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-84.515256,1.25,-3.98489432
20241222,11,Initial,T11_initial_S3,2011.953895,59.5974,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-89.250561,1.25,-4.208163951
20241222,11,Initial,T11_initial_S3,2011.953895,59.5974,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-89.250561,1.25,-4.208163951
20241222,11,NA,T11_Teg,2063.229541,60.4073,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-140.526207,1.25,-6.62581066
20241222,11,NA,T11_Teg,2063.229541,60.4073,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-140.526207,1.25,-6.62581066
20241222,11,Blank,T11_SBlank,1922.703334,60.3736,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
20241222,11,Blank,T11_SBlank,1922.703334,60.3736,2011.039823,88.33648867,NA,7.5,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
20241222,3,Initial,T3_initial_S1,1987.580003,60.2551,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-76.128061,1.25,-3.589438076
20241222,3,Initial,T3_initial_S1,1987.580003,60.2551,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-76.128061,1.25,-3.589438076
20241222,3,Initial,T3_initial_S2,1980.490607,60.1415,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-69.038665,1.25,-3.255173055
20241222,3,Initial,T3_initial_S2,1980.490607,60.1415,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-69.038665,1.25,-3.255173055
20241222,3,Initial,T3_initial_S3,1980.425779,59.8828,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-68.973837,1.25,-3.252116415
20241222,3,Initial,T3_initial_S3,1980.425779,59.8828,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-68.973837,1.25,-3.252116415
20241222,3,NA,T3_Teg,1868.059009,60.3572,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,43.392933,1.25,2.045976791
20241222,3,NA,T3_Teg,1868.059009,60.3572,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,43.392933,1.25,2.045976791
20241222,3,Blank,T3_SBlank,1911.451942,60.3438,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
20241222,3,Blank,T3_SBlank,1911.451942,60.3438,1982.83213,71.38018767,NA,7.8,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
20241222,15,Initial,T15_initial_S1,1999.58655,59.8677,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-75.458161,1.216666667,-3.655327696
20241222,15,Initial,T15_initial_S1,1999.58655,59.8677,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-75.458161,1.216666667,-3.655327696
20241222,15,Initial,T15_initial_S2,2007.296524,59.8048,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-83.168135,1.216666667,-4.028812567
20241222,15,Initial,T15_initial_S2,2007.296524,59.8048,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-83.168135,1.216666667,-4.028812567
20241222,15,Initial,T15_initial_S3,1990.688246,60.3733,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-66.559857,1.216666667,-3.224278004
20241222,15,Initial,T15_initial_S3,1990.688246,60.3733,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-66.559857,1.216666667,-3.224278004
20241222,15,NA,T15_Teg,1955.822606,60.0664,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-31.694217,1.216666667,-1.535324313
20241222,15,NA,T15_Teg,1955.822606,60.0664,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-31.694217,1.216666667,-1.535324313
20241222,15,Blank,T15_SBlank,1924.128389,60.1395,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,15,Blank,T15_SBlank,1924.128389,60.1395,1999.19044,75.062051,NA,7.7,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,17,Initial,T17_initial_S1,1989.938637,60.253,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-62.994474,1.216666667,-3.051564503
20241222,17,Initial,T17_initial_S1,1989.938637,60.253,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-62.994474,1.216666667,-3.051564503
20241222,17,Initial,T17_initial_S2,2013.249154,59.9275,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-86.304991,1.216666667,-4.180767458
20241222,17,Initial,T17_initial_S2,2013.249154,59.9275,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-86.304991,1.216666667,-4.180767458
20241222,17,Initial,T17_initial_S3,2007.235689,59.7228,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-80.291526,1.216666667,-3.889464504
20241222,17,Initial,T17_initial_S3,2007.235689,59.7228,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-80.291526,1.216666667,-3.889464504
20241222,17,NA,T17_Teg,2013.343856,59.9997,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-86.399693,1.216666667,-4.185354991
20241222,17,NA,T17_Teg,2013.343856,59.9997,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-86.399693,1.216666667,-4.185354991
20241222,17,Blank,T17_SBlank,1926.944163,59.7983,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,17,Blank,T17_SBlank,1926.944163,59.7983,2003.474493,76.53033033,NA,7.9,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
